created_at,pH,Relative_Humidity,Temperature,EC,N,P,K,temp,humidity
2023-02-08 14:00:00+05:30,2.9,70,18.3,99,146,10,14,11.4,51.67
2023-02-08 15:00:00+05:30,2.9,70,18.3,99,146,10,14,14.8,43.19
2023-02-08 16:00:00+05:30,2.9,70,18.3,99,146,10,14,20.9,36.82
2023-02-08 17:00:00+05:30,2.9,70,18.3,99,146,10,14,20.6,28.91
2023-02-08 18:00:00+05:30,2.9,70,18.3,99,146,10,14,22,26.34
2023-02-08 19:00:00+05:30,2.9,70,18.3,99,146,10,14,23.1,33.56
2023-02-08 20:00:00+05:30,2.9,70,18.3,99,146,10,14,22.9,24.41
2023-02-08 21:00:00+05:30,2.9,70,18.3,99,146,10,14,22.9,24.41
2023-02-08 22:00:00+05:30,2.9,70,18.3,99,146,10,14,21.1,41.8
2023-02-08 23:00:00+05:30,2.9,70,18.3,99,146,10,14,19.1,36.56
2023-02-09 00:00:00+05:30,2.9,70,18.3,99,146,10,14,15.6,41.02
2023-02-09 01:00:00+05:30,2.9,70,18.3,99,146,10,14,14.1,45.51
2023-02-09 02:00:00+05:30,2.9,70,18.3,99,146,10,14,13.2,50.35
2023-02-09 03:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,56.95
2023-02-09 04:00:00+05:30,2.9,70,18.3,99,146,10,14,12,63.99
2023-02-09 05:00:00+05:30,2.9,70,18.3,99,146,10,14,11.3,67.49
2023-02-09 06:00:00+05:30,2.9,70,18.3,99,146,10,14,11.2,67.94
2023-02-09 07:00:00+05:30,2.9,70,18.3,99,146,10,14,11,66.03
2023-02-09 08:00:00+05:30,2.9,70,18.3,99,146,10,14,10.8,63.28
2023-02-09 09:00:00+05:30,2.9,70,18.3,99,146,10,14,10.4,62.3
2023-02-09 10:00:00+05:30,2.9,70,18.3,99,146,10,14,10.3,61.4
2023-02-09 11:00:00+05:30,2.9,70,18.3,99,146,10,14,10.5,60.16
2023-02-09 12:00:00+05:30,2.9,70,18.3,99,146,10,14,10.6,59.76
2023-02-09 13:00:00+05:30,2.9,70,18.3,99,146,10,14,13.5,86.06
2023-02-09 14:00:00+05:30,2.9,70,18.3,99,146,10,14,13.6,54.13
2023-02-09 15:00:00+05:30,2.9,70,18.3,99,146,10,14,17.3,42.99
2023-02-09 16:00:00+05:30,2.9,70,18.3,99,146,10,14,20.4,59.3
2023-02-09 17:00:00+05:30,2.9,70,18.3,99,146,10,14,22,33.48
2023-02-09 18:00:00+05:30,2.9,70,18.3,99,146,10,14,22.4,32.67
2023-02-09 19:00:00+05:30,2.9,70,18.3,99,146,10,14,21.1,56.8
2023-02-09 20:00:00+05:30,2.9,70,18.3,99,146,10,14,24.2,29.72
2023-02-09 21:00:00+05:30,2.9,70,18.3,99,146,10,14,23.8,31.51
2023-02-09 22:00:00+05:30,2.9,70,18.3,99,146,10,14,20.1,71.14
2023-02-09 23:00:00+05:30,2.9,70,18.3,99,146,10,14,20.9,41.68
2023-02-10 00:00:00+05:30,2.9,70,18.3,99,146,10,14,20.1,36.08
2023-02-10 01:00:00+05:30,2.9,70,18.3,99,146,10,14,18.4,37.66
2023-02-10 02:00:00+05:30,2.9,70,18.3,99,146,10,14,18,36.76
2023-02-10 03:00:00+05:30,2.9,70,18.3,99,146,10,14,17,38.06
2023-02-10 04:00:00+05:30,2.9,70,18.3,99,146,10,14,15.9,41.4
2023-02-10 05:00:00+05:30,2.9,70,18.3,99,146,10,14,16,43.22
2023-02-10 06:00:00+05:30,2.9,70,18.3,99,146,10,14,15.9,43.2
2023-02-10 07:00:00+05:30,2.9,70,18.3,99,146,10,14,16,42.32
2023-02-10 08:00:00+05:30,2.9,70,18.3,99,146,10,14,16.5,40.13
2023-02-10 09:00:00+05:30,2.9,70,18.3,99,146,10,14,15.9,40.53
2023-02-10 10:00:00+05:30,2.9,70,18.3,99,146,10,14,15.1,41.76
2023-02-10 11:00:00+05:30,2.9,70,18.3,99,146,10,14,13.8,45.42
2023-02-10 12:00:00+05:30,2.9,70,18.3,99,146,10,14,12.8,49.53
2023-02-10 13:00:00+05:30,2.9,70,18.3,99,146,10,14,16.5,72.28
2023-02-10 14:00:00+05:30,2.9,70,18.3,99,146,10,14,15.6,52.07
2023-02-10 15:00:00+05:30,2.9,70,18.3,99,146,10,14,18.7,43.39
2023-02-10 16:00:00+05:30,2.9,70,18.3,99,146,10,14,22.9,49.89
2023-02-10 17:00:00+05:30,2.9,70,18.3,99,146,10,14,25,29.13
2023-02-10 18:00:00+05:30,2.9,70,18.3,99,146,10,14,26.5,26.65
2023-02-10 19:00:00+05:30,2.9,70,18.3,99,146,10,14,24.7,50.37
2023-02-10 20:00:00+05:30,2.9,70,18.3,99,146,10,14,27.6,24.47
2023-02-10 21:00:00+05:30,2.9,70,18.3,99,146,10,14,27.7,24.83
2023-02-10 22:00:00+05:30,2.9,70,18.3,99,146,10,14,23.1,62.54
2023-02-10 23:00:00+05:30,2.9,70,18.3,99,146,10,14,23.6,36.34
2023-02-11 00:00:00+05:30,2.9,70,18.3,99,146,10,14,20,41.71
2023-02-11 01:00:00+05:30,2.9,70,18.3,99,146,10,14,18.4,45.45
2023-02-11 02:00:00+05:30,2.9,70,18.3,99,146,10,14,17.3,48.04
2023-02-11 03:00:00+05:30,2.9,70,18.3,99,146,10,14,16.7,49.22
2023-02-11 04:00:00+05:30,2.9,70,18.3,99,146,10,14,14.8,57.53
2023-02-11 05:00:00+05:30,2.9,70,18.3,99,146,10,14,13.8,64.84
2023-02-11 06:00:00+05:30,2.9,70,18.3,99,146,10,14,13,69.25
2023-02-11 07:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,72.05
2023-02-11 08:00:00+05:30,2.9,70,18.3,99,146,10,14,12,76.51
2023-02-11 09:00:00+05:30,2.9,70,18.3,99,146,10,14,11.2,82.89
2023-02-11 10:00:00+05:30,2.9,70,18.3,99,146,10,14,10.8,85.12
2023-02-11 11:00:00+05:30,2.9,70,18.3,99,146,10,14,10.8,85.12
2023-02-11 12:00:00+05:30,2.9,70,18.3,99,146,10,14,11.1,83.44
2023-02-11 13:00:00+05:30,2.9,70,18.3,99,146,10,14,12.7,99.73
2023-02-11 14:00:00+05:30,2.9,70,18.3,99,146,10,14,14,73.8
2023-02-11 15:00:00+05:30,2.9,70,18.3,99,146,10,14,17.3,60.96
2023-02-11 16:00:00+05:30,2.9,70,18.3,99,146,10,14,21.7,64.01
2023-02-11 17:00:00+05:30,2.9,70,18.3,99,146,10,14,21,48.4
2023-02-11 18:00:00+05:30,2.9,70,18.3,99,146,10,14,22.6,36.05
2023-02-11 19:00:00+05:30,2.9,70,18.3,99,146,10,14,24.7,31.33
2023-02-11 20:00:00+05:30,2.9,70,18.3,99,146,10,14,24.1,17.61
2023-02-11 21:00:00+05:30,2.9,70,18.3,99,146,10,14,24.3,14.77
2023-02-11 22:00:00+05:30,2.9,70,18.3,99,146,10,14,22.1,20.72
2023-02-11 23:00:00+05:30,2.9,70,18.3,99,146,10,14,19.3,29.17
2023-02-12 00:00:00+05:30,2.9,70,18.3,99,146,10,14,15.7,27.52
2023-02-12 01:00:00+05:30,2.9,70,18.3,99,146,10,14,14.1,27.06
2023-02-12 02:00:00+05:30,2.9,70,18.3,99,146,10,14,12.9,27.54
2023-02-12 03:00:00+05:30,2.9,70,18.3,99,146,10,14,12,28.35
